Year,SeriesID,SeriesDescription,Unnamed: 3,GeoAreaCode,GeoAreaName,TimePeriod,Source,FootNote,Nature,Units,Reporting Type,ISOalpha3,Type,SeriesCode,Value
2014,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",2014,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,0.067145291
2015,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",2015,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,0.087745605
2016,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",2016,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,0.061212046
2017,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",2017,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,0.050406843
2018,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",2018,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,0.0412435
2019,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",2019,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,0.039518312
2020,1753,"Personal remittances, received,  as a proportion of GDP (%)",,446,"China, Macao Special Administrative Region",2020,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MAC,Country,BX_TRF_PWKR,0.07472064
1960,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1960,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,
1961,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1961,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,
1962,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1962,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,
1963,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1963,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,
1964,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1964,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,
1965,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1965,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,
1966,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1966,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,
1967,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1967,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,
1968,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1968,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,
1969,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1969,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,
1970,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1970,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,
1971,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1971,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,
1972,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1972,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,
1973,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1973,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,
1974,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1974,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,0.021666059
1975,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1975,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,0.020437984
1976,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1976,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,0.032607607
1977,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1977,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,0.013804074
1978,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1978,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,0.014939158
1979,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1979,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,0.001357271
1980,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1980,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,0.007279122
1981,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1981,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,0.004639453
1982,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1982,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,0.002390232
1983,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1983,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,0.002478583
1984,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1984,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,0.144295016
1985,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1985,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,0.120280615
1986,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1986,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,0.135000812
1987,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1987,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,0.144675417
1988,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1988,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,0.126339542
1989,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1989,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,0.306759443
1990,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1990,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,0.2002046
1991,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1991,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,0.403443815
1992,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1992,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,0.409555851
1993,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1993,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,0.333321737
1994,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1994,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,0.361815375
1995,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1995,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,0.237174303
1996,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1996,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,0.126563132
1997,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1997,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,0.285822641
1998,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1998,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,0.260386457
1999,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,1999,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,0.271674992
2000,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,2000,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,0.243453683
2001,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,2001,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,0.199901268
2002,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,2002,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,0.547930335
2003,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,2003,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,0.254712451
2004,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,2004,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,0.227191736
2005,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,2005,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,1.735249594
2006,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,2006,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,2.3493894
2007,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,2007,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,2.985337468
2008,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,2008,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,2.927626135
2009,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,2009,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,2.950242587
2010,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,2010,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,4.566149704
2011,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,2011,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,2.900108018
2012,1753,"Personal remittances, received,  as a proportion of GDP (%)",,450,Madagascar,2012,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,MDG,Country,BX_TRF_PWKR,2.85427357
