Year,SeriesID,SeriesDescription,,GeoAreaCode,GeoAreaName,TimePeriod,Source,FootNote,Nature,Units,Reporting Type,ISOalpha3,Type,SeriesCode,Value
2006,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,2006,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.355999657
2007,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,2007,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.355089118
2008,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,2008,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.344097597
2009,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,2009,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.319445395
2010,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,2010,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.299876071
2011,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,2011,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.29744861
2012,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,2012,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.29047148
2013,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,2013,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.288692021
2014,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,2014,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.29106603
2015,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,2015,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.31812134
2016,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,2016,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.331961749
2017,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,2017,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.344524197
2018,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,2018,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.362949053
2019,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,2019,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.380955105
2020,1753,"Personal remittances, received,  as a proportion of GDP (%)",,19,Americas,2020,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.419734477
1960,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1960,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1961,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1961,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1962,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1962,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1963,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1963,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1964,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1964,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1965,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1965,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1966,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1966,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1967,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1967,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1968,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1968,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1969,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1969,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1970,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1970,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1971,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1971,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1972,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1972,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1973,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1973,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1974,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1974,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1975,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1975,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1976,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1976,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1977,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1977,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1978,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1978,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1979,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1979,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1980,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1980,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1981,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1981,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1982,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1982,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1983,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1983,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1984,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1984,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1985,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1985,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1986,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1986,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1987,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1987,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1988,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1988,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1989,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1989,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1990,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1990,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1991,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1991,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1992,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1992,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1993,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1993,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1994,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1994,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1995,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1995,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1996,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1996,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1997,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1997,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1998,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1998,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
1999,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,1999,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
2000,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,2000,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
2001,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,2001,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
2002,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,2002,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
2003,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,2003,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
2004,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,2004,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
2005,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,2005,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
2006,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,2006,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
2007,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,2007,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
2008,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,2008,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
2009,1753,"Personal remittances, received,  as a proportion of GDP (%)",,20,Andorra,2009,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AND,Country,BX_TRF_PWKR,
